Company Name,Price,Volume,MACD hist,ADX,ATR,EMA 200,RSI,Stochastic Oscillator,MACD hist sloap*,EMA 200 Sloap
IndusInd Bank Ltd.,1463.449951171875,508785,1.3233704106837378,14.82341505290499,6.149363899211916,1442.3199658712201,61.33468600569357,66.58777573529412,0.2652182039615876,0.00014511029990687518
Info Edge (India) Ltd.,5915.0,30922,2.0885931429212974,45.3300680822572,22.045011087454665,6177.418916726173,22.532798417355025,9.345820637751162,-0.19100602393955057,-0.00044587929797108145
Infosys Ltd.,1452.949951171875,830883,0.42919463612118314,37.41095134677588,3.3509783768069057,1457.6331313178223,39.975066673926065,40.688981681034484,0.10329076210738819,-3.2394190252037156e-05
InterGlobe Aviation Ltd.,4052.0,138204,3.1114655023328623,57.54134300237079,18.17932568612707,4217.506034222829,38.73031130473833,68.42483688186813,2.0887782371380865,-0.00041050770690284714
Ipca Laboratories Ltd.,1286.4000244140625,60593,-6.5357776504391785,40.52127192293934,13.606817725631398,1306.0311720765226,35.13472354855482,14.216754196636625,0.342455592769598,-0.00015337217250645748
JSW Energy Ltd.,603.0,371316,-0.298717709900985,36.839754725811495,2.3478656280570007,609.291761895816,32.505650810096654,3.7037037037037037,-0.04382862425467238,-0.0001048653198965438
JSW Infrastructure Ltd.,294.0,330416,-0.4326278634825449,27.988634379778365,1.7970086378665429,280.86412930366123,54.5538251201065,49.367245082435836,0.00021154689817315386,0.00044904354070829833
JSW Steel Ltd.,903.0,160803,-0.397866305321979,18.087084747916716,3.077481733374094,903.8889700121425,44.06078669039983,29.648327516086884,0.01470258328829277,-9.894099647125318e-06
Jindal Steel & Power Ltd.,1038.25,139161,0.3727093387996967,21.779323714172993,4.193917779676639,1042.7287572009502,42.53837927435682,36.52131453804348,-0.03902481786257539,-4.335433198673775e-05
Jio Financial Services Ltd.,349.6499938964844,1698057,0.17073987091902998,50.147606961537086,0.771434819859518,357.6325319080525,26.74262824312764,51.785286103542234,-0.012134113223895904,-0.00022944805971547428
Jubilant Foodworks Ltd.,511.0,659802,-1.1759113706280973,27.759381896787687,2.7601597700804144,488.74388039847213,44.56187441522021,7.804758955792683,-0.23450157260922344,0.00043772914674217753
KPIT Technologies Ltd.,1479.0,61235,0.1647252314002614,59.35556586027998,5.124175656863421,1513.2727231161546,28.51870404080408,26.247444737483185,0.35140905348778695,-0.0002328934946276029
Kalyan Jewellers India Ltd.,395.5,110464,-0.10741054701003483,44.06309503548658,1.2106997239568502,402.71059447519997,35.06706950776295,50.0,-0.007893134689069603,-0.00018323207631586627
Kotak Mahindra Bank Ltd.,1687.8499755859375,565365,-0.7423391743250374,24.29155605905272,6.003424739292531,1694.5934748763127,37.53755102262803,29.94647170180821,0.15437863649004058,-4.015396107173584e-05
L&T Finance Ltd.,157.64999389648438,207409,-0.06614765432380443,12.674322803996386,0.5893111713732588,157.91730335672025,50.39007776135372,55.88227374316719,0.022170919581783508,-1.7041086854007197e-05
L&T Technology Services Ltd.,4668.14990234375,27315,-2.9574846642781463,16.223073429579973,18.015851579732004,4596.175588657588,48.05711512186403,44.7626791162868,-1.207437520557729,0.00015495644991634318
LIC Housing Finance Ltd.,645.0,211429,-0.929848304684092,14.011767979037353,2.5856333723926475,646.2799732492546,36.08940145109359,1.1360877797737534,-0.246332278302257,-1.9944267839223745e-05
LTIMindtree Ltd.,4882.0,23213,0.10964796915854441,16.04883889331736,9.671526421302246,4825.260862908045,50.807246922301076,53.6231884057971,-0.06321639548601615,0.00011680511754178409
Larsen & Toubro Ltd.,3634.800048828125,107640,0.7162963769114574,16.443335571087385,11.086136531550713,3575.091447294301,44.657619167101956,46.79810459979314,-0.5473709701754998,0.00016509476161414427
Laurus Labs Ltd.,440.5,59013,-0.0300449749468229,18.948354119344035,1.543873426278345,443.88495010802427,41.138980580279934,38.888653414148266,0.03605558848915291,-7.7229509819828e-05
Life Insurance Corporation of India,998.2999877929688,374243,-0.20432242272841084,24.53765847038388,4.443717923823014,1012.2774268059907,28.506604246654547,27.83763988597973,-0.24345318767592428,-0.0001407159929058133
Lupin Ltd.,1601.449951171875,62340,0.5127391694691252,16.47399664353606,5.862102835019158,1629.058900939146,45.658691505279606,36.666304976851855,-0.3364089523250895,-0.00017326603424611939
MRF Ltd.,128147.8515625,713,-54.252058168926766,28.88322458061575,319.8580376433482,129619.2392198926,27.68526094684779,12.798690240005618,-19.73823378603379,-0.00011539651638220577
Macrotech Developers Ltd.,1292.949951171875,96565,1.1530758939165082,44.13826366270006,5.415504631085632,1297.3024888601938,29.286311699148598,33.088195695231484,-0.37438202137432164,-3.3832784734036674e-05
Mahindra & Mahindra Financial Services Ltd.,267.3999938964844,95520,0.03588213027630133,7.990645739234769,0.9334697565743519,267.4039889002671,38.81337082842892,0.0,-0.10091287353541623,-1.5015255312805513e-07
Mahindra & Mahindra Ltd.,2530.0,230917,0.8260715077239964,14.26456088004353,8.568445158284481,2507.0938743551924,43.521967376505614,21.31160663236135,-0.5840377537385817,9.099301108237608e-05
Mankind Pharma Ltd.,2100.0,88667,-4.6488441136487,23.884629853857778,11.338696635485944,2125.9462645048065,35.18557554402331,7.828226002842144,-0.6121445729480097,-0.00012417451306429852
Marico Ltd.,604.0,195398,-0.5769682468618614,26.604214869783657,2.189165427735136,602.2704779243832,31.388788723492496,25.433595348640296,-0.16793184237834552,2.8778363266934286e-05
Maruti Suzuki India Ltd.,12788.650390625,29031,3.6634782673879265,16.43557457521895,30.93278096827231,12777.876209466795,44.855364933432234,53.23773909768368,-0.12749246898094668,8.467134874533407e-06
Max Financial Services Ltd.,971.75,52392,-0.7116036368628267,16.96455066051266,5.099883142219083,976.4995973663044,39.35029259376235,47.13900354901263,-0.1350078751956134,-4.912235338042159e-05
Max Healthcare Institute Ltd.,786.25,139691,0.6985117876285872,10.279122678844061,2.6672324749991603,805.1400152663421,49.863845813811324,40.10705659638358,-0.140810524174806,-0.0002414618755632754
Mazagoan Dock Shipbuilders Ltd.,3375.0,954390,14.759890791399997,44.02506545880225,42.089428097431984,2977.243938514631,79.35389201075591,89.55835027857783,4.248225730466814,0.0011844587723368293
MphasiS Ltd.,2374.949951171875,28818,-2.7001655438009733,31.828565313544846,10.228986391169773,2388.3506913628594,34.699230312637354,33.3991131783245,0.51852162887264,-5.670890280144272e-05
NHPC Ltd.,101.6500015258789,7845856,0.09129211039101545,18.140497815602874,0.5468594456005156,101.4856568278336,64.1266572344727,64.86489830256842,0.022395478529772014,1.6248947203167193e-05
NMDC Ltd.,257.8999938964844,691489,0.15220919567745178,21.84372502156112,1.2092516658225156,264.3958368052007,47.071081117185734,34.78226255871348,-0.050086460134944166,-0.0002531401896042355
NTPC Ltd.,364.3999938964844,800456,0.09674011374254027,15.828235409249515,1.2284109936987346,367.10181149817873,46.95272218442852,31.578665581599545,-0.005671947219763218,-7.451686663128184e-05
Nestle India Ltd.,2476.199951171875,113029,-1.1746988697918965,30.4648707546985,8.279794792493833,2470.200452931229,49.74882414663632,35.99984975961539,-0.5136686326164828,2.4350402196533726e-05
Oberoi Realty Ltd.,1820.0,87057,-2.04499079511719,23.44074309835718,6.472413541491854,1766.9155665393064,32.08370866854315,0.0,-0.9073142952642601,0.00029313840333928127
Oil & Natural Gas Corporation Ltd.,273.25,1137998,0.2415115595048105,45.948554371751364,0.8183765597517596,276.6545695532869,57.28107971842047,100.0,0.10171834565082816,-0.00012522151666965263
